Player,Year,Google Search Trend
Khyri Thomas,2019,1070
Bruce Brown,2019,84000000
Alize Johnson,2019,14700
De'Anthony Melton,2019,25000
Duncan Robinson,2019,2800000
Jarred Vanderbilt,2019,5500
Kenrich Williams,2019,1870
Hamidou Diallo,2019,25300
Deonte Burton,2019,3020
Melvin Frazier,2019,22000
Ryan Broekhoff,2019,1470
Jevon Carter,2019,6600
Elie Okobo,2019,6120
Chimezie Metu,2019,2120
Isaac Bonga,2019,8700
Jordan McRae,2019,30000
Gary Payton II,2019,19600
David Nwaba,2019,1860
Damion Lee,2019,25400
Jeff Green,2019,49000000
Gary Clark,2019,6700000
Marvin Williams,2019,1600000
Michael Kidd-Gilchrist,2019,5900
Brandon Goodwin,2019,55000
Reggie Jackson,2019,4364000
Justin Patton,2019,1487000
Troy Daniels,2019,4352000
Anthony Tolliver,2019,8600
Joakim Noah,2019,25800
Dion Waiters,2019,8100
Jamal Crawford,2019,35000
Jordan Bell,2019,9400000
Trey Burke,2019,25000
Cameron Payne,2019,2400000
Jerian Grant,2019,1500
Dragan Bender,2019,4700
Tyler Johnson,2019,11900000
PJ Dozier,2019,7500
Sindarius Thornwell,2019,750
Corey Brewer,2019,34000
Joe Chealey,2019,420
Jaylen Adams,2019,10700
Johnathan Williams,2019,55000
Chasson Randle,2019,890
Jonah Bolden,2019,4700
Chris Chiozza,2019,3790
Kobi Simmons,2019,11100
Johnathan Motley,2019,3200
Kostas Antetokounmpo,2019,6500
Yuta Watanabe,2019,18300
Drew Eubanks,2019,12100
Stephen Curry,2020,7100000
Chris Paul,2020,23000000
Russell Westbrook,2020,3500000
James Harden,2020,3900000
LeBron James,2020,16800000
Paul George,2020,22000000
Mike Conley,2020,3835000
Kemba Walker,2020,46000
Kawhi Leonard,2020,4770000
Jimmy Butler,2020,3900000
Tobias Harris,2020,2970000
Blake Griffin,2020,4100000
Kyrie Irving,2020,2900000
Khris Middleton,2020,29700
Anthony Davis,2020,13300000
Damian Lillard,2020,4940000
Kevin Love,2020,119000000
Ben Simmons,2020,4200000
Pascal Siakam,2020,32900
Kyle Lowry,2020,2375000
Steven Adams,2020,12700000
Andrew Wiggins,2020,3570000
Joel Embiid,2020,94000
Karl-Anthony Towns,2020,84000
Devin Booker,2020,110000
CJ McCollum,2020,41000
Andre Drummond,2020,4604000
Bradley Beal,2020,29000
D'Angelo Russell,2020,1900000
Gordon Hayward,2020,2430000
Otto Porter,2020,2680000
DeMar DeRozan,2020,87000
Giannis Antetokounmpo,2020,4300000
Rudy Gobert,2020,76000
Al Horford,2020,30400
Jamal Murray,2020,500000
Brandon Ingram,2020,2328000
Jrue Holiday,2020,9700
Jaylen Brown,2020,106000
Buddy Hield,2020,20200
Draymond Green,2020,1476000
Harrison Barnes,2020,2200000
Fred VanVleet,2020,27800
Victor Oladipo,2020,26700
Malcolm Brogdon,2020,10300
Julius Randle,2020,28900
Domantas Sabonis,2020,19100
Gary Harris,2020,5800000
Danilo Gallinari,2020,17700
Zach LaVine,2020,73000
Jerami Grant,2020,21000
Terry Rozier,2020,31300
Aaron Gordon,2020,5000000
Clint Capela,2020,14400
Myles Turner,2020,1105000
LaMarcus Aldridge,2020,23900
Gorgui Dieng,2020,13700
Evan Fournier,2020,61000
Ricky Rubio,2020,4890000
Eric Bledsoe,2020,31000
Eric Gordon,2020,6000000
Caris LeVert,2020,17300
Joe Harris,2020,22900000
James Johnson,2020,19000000
Cody Zeller,2020,17200
Danny Green,2020,79000000
Andre Iguodala,2020,26500
Marcus Morris,2020,3700000
Rudy Gay,2020,3030000
Dejounte Murray,2020,11500
Will Barton,2020,16300000
Thaddeus Young,2020,4010000
Terrence Ross,2020,76000
Malik Beasley,2020,41900
Patrick Beverley,2020,4504000
Christian Wood,2020,29000000
Justise Winslow,2020,5900
Marcus Smart,2020,12100000
Kelly Olynyk,2020,7000
Trevor Ariza,2020,14000
Brook Lopez,2020,16600000
Dion Waiters,2020,6400
Cory Joseph,2020,2100000
Markelle Fultz,2020,17400
Taurean Prince,2020,10600
Tony Snell,2020,37000
Robert Covington,2020,940000
Kentavious Caldwell-Pope,2020,13900
Nicolas Batum,2020,29200
Jordan Clarkson,2020,2480000
Spencer Dinwiddie,2020,33000
Dillon Brooks,2020,2180000
Dwight Powell,2020,58000
Lonzo Ball,2020,61000
Josh Richardson,2020,2200000
Norman Powell,2020,1600000
Jeremy Lamb,2020,3220000
DeAndre Jordan,2020,91000
Joe Ingles,2020,9100000
Zion Williamson,2020,5749000
Paul Millsap,2020,17400
Rodney Hood,2020,2495000
Deandre Ayton,2020,25500
Jayson Tatum,2020,1163000
Al-Farouq Aminu,2020,5700
Dante Exum,2020,4000
George Hill,2020,196000000
De'Anthony Melton,2020,20000
Kyle Anderson,2020,7500000
Meyers Leonard,2020,4070000
Tristan Thompson,2020,2290000
Serge Ibaka,2020,31700
Montrezl Harrell,2020,21000
Jae Crowder,2020,18200
Derrick Favors,2020,18300
Ja Morant,2020,96000
Delon Wright,2020,13400
Cedi Osman,2020,15800
Tyus Jones,2020,12400
Royce O'Neale,2020,3300
Maxi Kleber,2020,29400
Thomas Bryant,2020,8900000
RJ Barrett,2020,4900000
Jakob Poeltl,2020,5700
De'Aaron Fox,2020,3600000
Mason Plumlee,2020,7900
Seth Curry,2020,4302000
Derrick Rose,2020,450000000
Rajon Rondo,2020,49000
De'Andre Hunter,2020,1900000
Jonathan Isaac,2020,20100000
Doug McDermott,2020,40000
Robin Lopez,2020,3600000
JaMychal Green,2020,3980
Nemanja Bjelica,2020,7400
Ivica Zubac,2020,9300
Aron Baynes,2020,7500
Jabari Parker,2020,23700
Lauri Markkanen,2020,27000
Darius Garland,2020,25300
Trae Young,2020,3170000
Chris Boucher,2020,64000
Joakim Noah,2020,36000
Frank Ntilikina,2020,15200
DeMarre Carroll,2020,5000
Jarrett Culver,2020,8500
Alec Burks,2020,12600
Mo Bamba,2020,101000
Justin Holiday,2020,23300000
Avery Bradley,2020,2030000
Coby White,2020,3240000
Trey Lyles,2020,6700
Zach Collins,2020,2310000
Malik Monk,2020,43000
Luke Kennard,2020,10700
Ryan Anderson,2020,32100000
Donovan Mitchell,2020,2700000
Rodney McGruder,2020,3100
Bam Adebayo,2020,39800
Justin Jackson,2020,17700000
Jaxson Hayes,2020,12400
Ed Davis,2020,164000000
Mike Scott,2020,30000000
Enes Kanter,2020,267000
Richaun Holmes,2020,4300
Daniel Theis,2020,31000
Nerlens Noel,2020,9100
Collin Sexton,2020,52000
Pat Connaughton,2020,17800
Kevon Looney,2020,4700
Kris Dunn,2020,3022000
Garrett Temple,2020,1830000
Josh Jackson,2020,13400000
Elfrid Payton,2020,6300
Rui Hachimura,2020,21000
Denzel Valentine,2020,33700
Kevin Knox,2020,2310000
Cam Reddish,2020,78000
Mikal Bridges,2020,12500
Cameron Johnson,2020,11500000
JaVale McGee,2020,16200
Reggie Bullock,2020,17900
Shai Gilgeous-Alexander,2020,30200
John Collins,2020,64000000
Willie Cauley-Stein,2020,5100
Dorian Finney-Smith,2020,12900
Patrick McCaw,2020,10300
Alex Len,2020,3000000
Terrance Ferguson,2020,27000
Miles Bridges,2020,20000000
Austin Rivers,2020,2800000
Jevon Carter,2020,9200
Jarrett Allen,2020,5110000
OG Anunoby,2020,12100
Tyler Herro,2020,53900
Patrick Patterson,2020,2800000
Stanley Johnson,2020,7500000
Jake Layman,2020,7700
Jerome Robinson,2020,1100000
Danuel House,2020,14000
Romeo Langford,2020,27300
Wesley Matthews,2020,2040000
Bobby Portis,2020,12000
Wayne Ellington,2020,40000
Kyle Kuzma,2020,78000
Tony Bradley,2020,3500000
Derrick White,2020,5500000
Bismack Biyombo,2020,4300
Josh Hart,2020,2700000
Sekou Doumbouya,2020,41500
Dewayne Dedmon,2020,3070
Jeff Teague,2020,43000
Michael Carter-Williams,2020,11400000
James Ennis,2020,1480000
Taj Gibson,2020,20000
Nickeil Alexander-Walker,2020,4110
Donte DiVincenzo,2020,7700
Khem Birch,2020,2700
Ryan Arcidiacono,2020,4700
Trey Burke,2020,33000
Goga Bitadze,2020,1760
Lonnie Walker,2020,32000
Ben McLemore,2020,11400
Kevin Huerter,2020,6400
Alex Caruso,2020,4030000
Marko Guduric,2020,1850
Matisse Thybulle,2020,8900
Josh Okogie,2020,3560
Vincent Poirier,2020,65000
Brandon Clarke,2020,2260000
Jeff Green,2020,23000000
Marc Gasol,2020,49000
Jared Dudley,2020,40000
Udonis Haslem,2020,7700
Dwight Howard,2020,1900000
Carmelo Anthony,2020,1700000
Grayson Allen,2020,3230000
Grant Williams,2020,-3000000
Chandler Hutchison,2020,26100
Mfiondu Kabengele,2020,1570
Darius Bazley,2020,4840
Moritz Wagner,2020,3990000
Aaron Holiday,2020,14000000
Bryn Forbes,2020,11800
Reggie Jackson,2020,2420000
Markieff Morris,2020,18500
E'Twaun Moore,2020,2090
Kent Bazemore,2020,9100
Hassan Whiteside,2020,13200
Ty Jerome,2020,4387000
Mike Muscala,2020,3870
Anfernee Simons,2020,3920
Luke Kornet,2020,1700
Brad Wanamaker,2020,10800
Nassir Little,2020,14000
Solomon Hill,2020,5300000
Matthew Dellavedova,2020,6700
Edmond Sumner,2020,14300
John Konchar,2020,840
Landry Shamet,2020,7000
Jordan Poole,2020,2180000
Bol Bol,2020,590000000
Keldon Johnson,2020,7500
Robert Williams,2020,175000000
Tyler Johnson,2020,14100000
Bruno Caboclo,2020,4500
Langston Galloway,2020,12500
Gary Clark,2020,5700000
Jacob Evans,2020,1600000
Damyean Dotson,2020,1190
Kenrich Williams,2020,2220
Omari Spellman,2020,3700
Quinn Cook,2020,3700000
Mario Hezonja,2020,3400
Cameron Payne,2020,3000000
Jahlil Okafor,2020,3600
JaKarr Sampson,2020,1400
Raul Neto,2020,1460000
David Nwaba,2020,1650
Marquese Chriss,2020,5200
Georges Niang,2020,20600
Rodions Kurucs,2020,3880
PJ Dozier,2020,10500
Damion Lee,2020,32000
Alfonzo McKinnie,2020,2190
Furkan Korkmaz,2020,27700
Semi Ojeleye,2020,3680
Abdel Nader,2020,19900
Thon Maker,2020,19800
Frank Kaminsky,2020,21000
Monte Morris,2020,1500000
Brandon Goodwin,2020,63000
Thanasis Antetokounmpo,2020,5400
Shake Milton,2020,50000
Ignas Brazdeikis,2020,2650
Sterling Brown,2020,18200000
Wesley Iwundu,2020,2100
Dwayne Bacon,2020,39000
Torrey Craig,2020,30000
Bruce Brown,2020,0
Jalen Brunson,2020,8600
Hamidou Diallo,2020,40500
Duncan Robinson,2020,3300000
Kendrick Nunn,2020,40900
Jarred Vanderbilt,2020,9300
Mitchell Robinson,2020,7900000
Isaac Bonga,2020,16200
Isaiah Hartenstein,2020,4200
Wenyen Gabriel,2020,2410
Josh Gray,2020,184000000
Harry Giles,2020,-200000
Drew Eubanks,2020,15000
Bruno Fernando,2020,5800000
Carsen Edwards,2020,4900
Nicolas Claxton,2020,16900
Cody Martin,2020,5000000
Caleb Martin,2020,1900000
Jalen McDaniels,2020,16200
Javonte Green,2020,9200
Dean Wade,2020,1900000
Eric Paschall,2020,11100
Mychal Mulder,2020,2000
Chris Clemons,2020,37000
Jalen Lecque,2020,1290
Terance Mann,2020,6600
Talen Horton-Tucker,2020,11500
KZ Okpala,2020,1700
Naz Reid,2020,17000
Jaylen Nowell,2020,2130
Luguentz Dort,2020,6010
Isaiah Roby,2020,15800
Admiral Schofield,2020,6900
Justin James,2020,43000000
Terence Davis,2020,3110000
Chris Silva,2020,4300000
Miye Oni,2020,1390
Juwan Morgan,2020,6600
Matt Thomas,2020,289000000
Daniel Gafford,2020,6500
Damian Jones,2020,3300000
DaQuan Jeffries,2020,1040
Kelan Martin,2020,10100
Zylan Cheatham,2020,930
Paul Watson,2020,14200000
Oshae Brissett,2020,1210
Moses Brown,2020,7300000
Sindarius Thornwell,2020,1010
Glenn Robinson III,2020,2550000
Zhaire Smith,2020,2310
Khyri Thomas,2020,1800
Norvel Pelle,2020,1610
Juan Toscano-Anderson,2020,28300
Shaquille Harrison,2020,25100
Chimezie Metu,2020,2310
Iman Shumpert,2020,5700000
Theo Pinson,2020,12200
Yuta Watanabe,2020,26100
Tremont Waters,2020,43000
Frank Jackson,2020,18800000
Rayjon Tucker,2020,1300
Tyler Cook,2020,6500000
Garrison Mathews,2020,14900
Gabe Vincent,2020,37000
Tacko Fall,2020,23200
Max Strus,2020,6300
Alize Johnson,2020,22600
Anthony Tolliver,2020,6000
Tim Frazier,2020,2190000
Jordan Bell,2020,15000000
Amir Coffey,2020,8400
Kyle Guy,2020,30200000
Jared Harper,2020,2590000
Jarrell Brantley,2020,4300
Jordan McLaughlin,2020,3290000
Rondae Hollis-Jefferson,2020,2600
Chris Chiozza,2020,6900
Adam Mokoka,2020,1690
Marques Bolden,2020,5000
Kostas Antetokounmpo,2020,7500
Devontae Cacok,2020,3090
Quinndary Weatherspoon,2020,1220
Keita Bates-Diop,2020,5370
Yogi Ferrell,2020,1400
Noah Vonleh,2020,2300
Andre Roberson,2020,22000
Donta Hall,2020,5900
Brian Bowen,2020,2020000
Chasson Randle,2020,740
Justin Patton,2020,3400000
Gary Payton II,2020,37000
Charlie Brown,2020,27000000
Justin Robinson,2020,5800000
Henry Ellenson,2020,5600
Isaiah Thomas,2020,2700000
John Henson,2020,1600000
Jordan Bone,2020,9600000
Jaylen Hoard,2020,1890
Justin Anderson,2020,8600000
Jeremiah Martin,2020,1400000
Jerian Grant,2020,1500
Louis King,2020,5000000
Stephen Curry,2021,11500000
James Harden,2021,5100000
John Wall,2021,990000000
Russell Westbrook,2021,4500000
LeBron James,2021,35600000
Kevin Durant,2021,9400000
Paul George,2021,3301000000
Kawhi Leonard,2021,4450000
Giannis Antetokounmpo,2021,4840000
Damian Lillard,2021,4400000
Jimmy Butler,2021,4600000
Tobias Harris,2021,2180000
Khris Middleton,2021,96400
Anthony Davis,2021,36000000
Kyrie Irving,2021,4500000
Kemba Walker,2021,103000
Rudy Gobert,2021,1180000
Bradley Beal,2021,6630000
Ben Simmons,2021,9100000
Pascal Siakam,2021,90700
Jrue Holiday,2021,83500
Blake Griffin,2021,4900000
Karl-Anthony Towns,2021,5864000
Devin Booker,2021,7282000
Andrew Wiggins,2021,4290000
Joel Embiid,2021,6024000
Kevin Love,2021,321000000
CJ McCollum,2021,125000
Chris Paul,2021,3761000000
D'Angelo Russell,2021,1700000
Gordon Hayward,2021,3550000
Jamal Murray,2021,-200000
Brandon Ingram,2021,4080000
Jayson Tatum,2021,6840000
Bam Adebayo,2021,94400
De'Aaron Fox,2021,6500000
Donovan Mitchell,2021,3500000
Al Horford,2021,102000
Kyle Lowry,2021,5690000
Jaylen Brown,2021,5802000
DeMar DeRozan,2021,5401000
Draymond Green,2021,7190000
Buddy Hield,2021,48000
John Collins,2021,10000000
Julius Randle,2021,115000
Malcolm Brogdon,2021,44100
Mike Conley,2021,1850000
Gary Harris,2021,10000000
Danilo Gallinari,2021,33700
Harrison Barnes,2021,2200000
Jerami Grant,2021,87200
Jarrett Allen,2021,2060000
Fred VanVleet,2021,78000
Zach LaVine,2021,4927000
Lonzo Ball,2021,3443000
Clint Capela,2021,56800
Domantas Sabonis,2021,60200
Eric Gordon,2021,16800000
Eric Bledsoe,2021,77000
Myles Turner,2021,4720000
Terry Rozier,2021,66500
Ricky Rubio,2021,3680000
Caris LeVert,2021,28300
Joe Harris,2021,44300000
Evan Fournier,2021,1381000
Spencer Dinwiddie,2021,112000
Steven Adams,2021,29600000
Markelle Fultz,2021,32500
Aaron Gordon,2021,8400000
OG Anunoby,2021,79300
Lauri Markkanen,2021,80000
Derrick White,2021,8800000
Duncan Robinson,2021,3400000
Marcus Morris,2021,1500000
Will Barton,2021,21100000
Norman Powell,2021,1700000
Dejounte Murray,2021,51400
Malik Beasley,2021,24000
Marcus Smart,2021,14400000
Patrick Beverley,2021,3440000
Thaddeus Young,2021,3760000
Doug McDermott,2021,89000
Christian Wood,2021,46000000
Derrick Rose,2021,850000000
Brook Lopez,2021,-1400000
Kentavious Caldwell-Pope,2021,38300
Joe Ingles,2021,12500000
Kyle Kuzma,2021,4287000
Taurean Prince,2021,14300
Robert Covington,2021,2930000
Luke Kennard,2021,67200
Deandre Ayton,2021,98600
Terrence Ross,2021,6801000
Jordan Clarkson,2021,2550000
Dillon Brooks,2021,2100000
Kelly Olynyk,2021,24700
Nicolas Batum,2021,86100
Josh Hart,2021,4000000
Josh Richardson,2021,3500000
Dwight Powell,2021,4286000
Zion Williamson,2021,4320000
DeAndre Jordan,2021,5718000
Jeremy Lamb,2021,2020000
Reggie Jackson,2021,4600000
Richaun Holmes,2021,26800
Anthony Edwards,2021,8000000
Al-Farouq Aminu,2021,10300
Danny Green,2021,55000000
Kyle Anderson,2021,15300000
Derrick Favors,2021,7190200
Jae Crowder,2021,58900
Serge Ibaka,2021,53000
Tristan Thompson,2021,2300000
Montrezl Harrell,2021,49100
Ja Morant,2021,5454000
Reggie Bullock,2021,136900
Alec Burks,2021,50800
Talen Horton-Tucker,2021,52300
Mason Plumlee,2021,29000
James Wiseman,2021,1500000
Maxi Kleber,2021,160000
De'Anthony Melton,2021,116000
Nerlens Noel,2021,27100
Royce O'Neale,2021,12400
Jakob Poeltl,2021,18300
Thomas Bryant,2021,13200000
RJ Barrett,2021,2500000
Alex Caruso,2021,3680000
Monte Morris,2021,1700000
Tyus Jones,2021,21900
Trae Young,2021,3500000
Daniel Theis,2021,107000
LaMelo Ball,2021,4478000
Seth Curry,2021,3870000
JaMychal Green,2021,17000
Cedi Osman,2021,40300
De'Andre Hunter,2021,3900000
Mo Bamba,2021,5895000
Ivica Zubac,2021,30900
Rajon Rondo,2021,79000
Patrick Williams,2021,75000000
Cory Joseph,2021,2300000
Darius Garland,2021,127000
Chris Boucher,2021,4819000
Isaac Okoro,2021,24600
Cameron Payne,2021,3900000
Jarrett Culver,2021,14000
Khem Birch,2021,18400
Collin Sexton,2021,7146000
Onyeka Okongwu,2021,10400
Justin Holiday,2021,21800000
Rudy Gay,2021,2630000
Kevin Knox,2021,2300000
Coby White,2021,2200000
Killian Hayes,2021,6796000
Mikal Bridges,2021,57200
Shai Gilgeous-Alexander,2021,54000
Miles Bridges,2021,59000000
Jaxson Hayes,2021,1683400
Pat Connaughton,2021,64700
George Hill,2021,71000000
Dewayne Dedmon,2021,10100
Hamidou Diallo,2021,72000
Kevon Looney,2021,19700
Obi Toppin,2021,44200
Josh Jackson,2021,28900000
Kris Dunn,2021,2990000
Kendrick Nunn,2021,91000
Robin Lopez,2021,5200000
JaVale McGee,2021,38800
Rui Hachimura,2021,50200
Garrett Temple,2021,2480000
Taj Gibson,2021,169000
Torrey Craig,2021,100000
Bruce Brown,2021,209000000
Deni Avdija,2021,16500
Donte DiVincenzo,2021,18400
Cam Reddish,2021,6559000
David Nwaba,2021,6790
Furkan Korkmaz,2021,53300
Jeff Green,2021,4019000000
Bryn Forbes,2021,37600
Chandler Hutchison,2021,1322000
Jalen Smith,2021,4500000
Lonnie Walker,2021,5597000
Cameron Johnson,2021,22800000
Bobby Portis,2021,56700
Kevin Huerter,2021,26900
Devin Vassell,2021,21400
Willie Cauley-Stein,2021,12800
Josh Okogie,2021,10400
Sekou Doumbouya,2021,52000
Grayson Allen,2021,1780000
Jarred Vanderbilt,2021,24000
Tyrese Haliburton,2021,34600
Tyler Herro,2021,126000
Terence Davis,2021,1860000
Gorgui Dieng,2021,17900
Dorian Finney-Smith,2021,25000
Aaron Holiday,2021,24300000
Jake Layman,2021,29000
Anfernee Simons,2021,16000
Justise Winslow,2021,10000
Danuel House,2021,31300
Romeo Langford,2021,7019000
Landry Shamet,2021,18700
Alex Len,2021,3600000
Gabriel Deck,2021,3080000
Robert Williams,2021,125000000
Jevon Carter,2021,37600
Aaron Nesmith,2021,20900
Mike Muscala,2021,8500
Cole Anthony,2021,16800000
Georges Niang,2021,80100
Michael Carter-Williams,2021,12900000
Isaiah Stewart,2021,11900000
Chuma Okeke,2021,16100
Nickeil Alexander-Walker,2021,18000
Facundo Campazzo,2021,48400
Trey Burke,2021,6678000
Aleksej Pokusevski,2021,11030
Goga Bitadze,2021,6490
Sterling Brown,2021,34000000
Frank Jackson,2021,25100000
Josh Green,2021,184000000
Matisse Thybulle,2021,38300
Saddiq Bey,2021,21500
Brandon Clarke,2021,2200000
Precious Achiuwa,2021,23500
Marc Gasol,2021,121000
Enes Kanter,2021,7321000
James Johnson,2021,1228000000
Paul Millsap,2021,36400
Ed Davis,2021,37000000
Andre Iguodala,2021,68000
Carmelo Anthony,2021,4200000
Trevor Ariza,2021,59400
Avery Bradley,2021,2300000
Wayne Ellington,2021,6004000
Dwight Howard,2021,2500000
Udonis Haslem,2021,17100
Markieff Morris,2021,76600
E'Twaun Moore,2021,7760
Grant Williams,2021,68000000
Tyrese Maxey,2021,74300
Darius Bazley,2021,18500
Trey Lyles,2021,19300
Zeke Nnaji,2021,11900
Ty Jerome,2021,2870000
Austin Rivers,2021,3600000
Kent Bazemore,2021,26300
Andre Drummond,2021,2880000
Hassan Whiteside,2021,29700
Solomon Hill,2021,6200000
Otto Porter,2021,1900000
Victor Oladipo,2021,44300
Ben McLemore,2021,19500
Tony Snell,2021,99000
Cody Zeller,2021,2872900
Edmond Sumner,2021,20200
Nassir Little,2021,85700
Rodney Hood,2021,3410000
Elfrid Payton,2021,12400
Dylan Windler,2021,6670
Immanuel Quickley,2021,45900
John Konchar,2021,3740
Jordan Poole,2021,2600000
Bol Bol,2021,550000000
Keldon Johnson,2021,30100
Payton Pritchard,2021,57500
Jahlil Okafor,2021,15800
Nemanja Bjelica,2021,26700
Frank Kaminsky,2021,45000
Raul Neto,2021,1570000
Udoka Azubuike,2021,8200
Jaden McDaniels,2021,112100
Malachi Flynn,2021,218100
Desmond Bane,2021,6383300
Jordan McLaughlin,2021,2120000
Kenrich Williams,2021,7270
Abdel Nader,2021,33800
Damian Jones,2021,5500000
Denzel Valentine,2021,3034000
Rodney McGruder,2021,10000
PJ Dozier,2021,75500
Damion Lee,2021,118000
Shake Milton,2021,6927000
Wesley Iwundu,2021,4490
Jalen Brunson,2021,37100
Mitchell Robinson,2021,9200000
Tony Bradley,2021,4300000
Frank Ntilikina,2021,47900
Malik Monk,2021,3759000
Semi Ojeleye,2021,12400
Didi Louzada,2021,34500
Jalen McDaniels,2021,41700
Terance Mann,2021,32200
Jaylen Nowell,2021,9460
Naz Reid,2021,7101400
Isaiah Roby,2021,1345600
Daniel Gafford,2021,27400
Bruno Fernando,2021,9400000
Nicolas Claxton,2021,30900
Cody Martin,2021,9700000
Dean Wade,2021,3900000
Carsen Edwards,2021,10000
KZ Okpala,2021,6890
Luguentz Dort,2021,25800
Miye Oni,2021,5890
Eric Paschall,2021,18700
Drew Eubanks,2021,150700
Chimezie Metu,2021,10140
Yuta Watanabe,2021,78600
Alize Johnson,2021,7372200
Thanasis Antetokounmpo,2021,15400
Keita Bates-Diop,2021,8800
Isaiah Hartenstein,2021,16800
Isaac Bonga,2021,2516800
Moses Brown,2021,11000000
Juan Toscano-Anderson,2021,136600
Oshae Brissett,2021,7430
Kelan Martin,2021,7301300
Javonte Green,2021,38000
Max Strus,2021,13600
Gabe Vincent,2021,7302000
Gary Payton II,2021,7278000
Nick Richards,2021,4000000
Lamar Stevens,2021,8031000
Tyrell Terry,2021,7152000
Naji Marshall,2021,29700
Isaiah Joe,2021,2800000
Paul Reed,2021,-3400000
Robert Woodard,2021,99000
Tre Jones,2021,15100000
Deividas Sirvydis,2021,2040
Jae'Sean Tate,2021,5789000
Sam Merrill,2021,100000
Daniel Oturu,2021,750000
Jordan Nwora,2021,12620
CJ Elleby,2021,4400
Jahmi'us Ramsey,2021,3690
Elijah Hughes,2021,15400000
Anthony Gill,2021,1000000
Saben Lee,2021,-1400000
Armoni Brooks,2021,36490
Patrick Patterson,2021,3400000
Skylar Mays,2021,8538000
Brodric Thomas,2021,3756000
Tyler Cook,2021,22000000
Devon Dotson,2021,30600
Tacko Fall,2021,52200
Markus Howard,2021,9400000
Chris Chiozza,2021,17000
Garrison Mathews,2021,58500
Amir Coffey,2021,27700
Jay Scrubb,2021,21100
Killian Tillie,2021,24700
Caleb Martin,2021,2100000
Justin Robinson,2021,8100000
Nathan Knight,2021,18500000
Paul Watson,2021,-11200000
Ignas Brazdeikis,2021,8120
Grant Riller,2021,5100
Keljin Blevins,2021,2160
Louis King,2021,25000000
Malik Fitts,2021,6400
Trent Forrest,2021,10515000
Cassius Winston,2021,31200
Mychal Mulder,2021,9910
Jontay Porter,2021,1300
Jabari Parker,2021,75800
Mamadi Diakite,2021,19000
Freddie Gillespie,2021,46000
