Player,Year,Google Search Trend
Craig Brackins,2011,410
Jerry Stackhouse,2011,1700
Jason Collins,2011,77000
Tracy McGrady,2011,3700
Brian Scalabrine,2011,470
Brian Cardinal,2011,21200
Troy Murphy,2011,32000
Juwan Howard,2011,1040
Eddie House,2011,3690000
Mike Bibby,2011,2800
Tony Battie,2011,480
Kurt Thomas,2011,2140000
Jamaal Magloire,2011,380
Anthony Carter,2011,6210000
Omri Casspi,2011,430
Michael Redd,2011,21200
Hamed Haddadi,2011,400
Trevor Booker,2011,5700
Serge Ibaka,2011,1990
Damion James,2011,4100
Rodrigue Beaubois,2011,580
Reggie Evans,2011,8900
Jared Jeffries,2011,1700
Rasual Butler,2011,350
Willie Green,2011,3082000
Marquis Daniels,2011,4500
Brian Cook,2011,1390000
Jason Kapono,2011,180
Maurice Evans,2011,27000
Royal Ivey,2011,3900
Taj Gibson,2011,3300
Dominique Jones,2011,48000
Earl Clark,2011,47000
Wayne Ellington,2011,8300
Quincy Pondexter,2011,142
Delonte West,2011,2530
Damien Wilkins,2011,2800
Roger Mason,2011,61000
Toney Douglas,2011,2300
Joel Przybilla,2011,640
Jordan Crawford,2011,50000
Christian Eyenga,2011,350
Lazar Hayward,2011,1510
Ronnie Price,2011,40000
Jon Brockman,2011,5480
Shelden Williams,2011,790
Steve Novak,2011,18600
Von Wafer,2011,6500
Craig Smith,2011,1100000
DeJuan Blair,2011,1950
Sam Young,2011,5100000
Ian Mahinmi,2011,330
Brandan Wright,2011,1720
Dominic McGuire,2011,2400
Henry Walker,2011,2660000
Sundiata Gaines,2011,215
Derrick Brown,2011,89000
Alonzo Gee,2011,1680
Chase Budinger,2011,300
Jodie Meeks,2011,2800
Danny Green,2011,7700000
Erick Dampier,2011,470
Keith Bogans,2011,710
DeMarre Carroll,2011,790
Solomon Alabi,2011,480
Yi Jianlian,2011,590
Lance Stephenson,2011,4100
Andy Rautins,2011,328
Semih Erden,2011,790
Samardo Samuels,2011,325
Luke Harangody,2011,376
Devin Ebanks,2011,1160
Dexter Pittman,2011,4050
Landry Fields,2011,6100
Jeremy Lin,2011,75000
Chris Johnson,2011,2800000
Armon Johnson,2011,1180
Hassan Whiteside,2011,1550
Gary Neal,2011,38000
Jeremy Evans,2011,59000
Bobby Simmons,2011,22200
Solomon Jones,2011,54000
Francisco Elson,2011,9100
DaJuan Summers,2011,274
Jeff Adrien,2011,14100
Derrick Caracter,2011,740
Hamady N'Diaye,2011,200
Earl Barron,2011,5900
Manny Harris,2011,10600
Larry Owens,2011,19000
Brian Skinner,2011,22600
Ike Diogu,2011,390
Ben Uzoh,2011,100
Garret Siler,2011,164
Kobe Bryant,2012,49000
Dirk Nowitzki,2012,8500
Gilbert Arenas,2012,9800
Joe Johnson,2012,5000000
Carmelo Anthony,2012,-1210000
Dwight Howard,2012,31000
Pau Gasol,2012,19300
Elton Brand,2012,43000
Chris Paul,2012,17000000
Kevin Durant,2012,36000
LeBron James,2012,3440000
Chris Bosh,2012,8400
Deron Williams,2012,5000
Dwyane Wade,2012,5700000
Paul Pierce,2012,3720000
Zach Randolph,2012,8700
Andrew Bynum,2012,4700
Rudy Gay,2012,4300
Derrick Rose,2012,81000000
Rashard Lewis,2012,940
Carlos Boozer,2012,2300
Al Jefferson,2012,2740000
Baron Davis,2012,35000
Andre Iguodala,2012,3150
Marc Gasol,2012,4800
Roy Hibbert,2012,2500
Kevin Love,2012,8800000
Eric Gordon,2012,-400000
Russell Westbrook,2012,23600
Brook Lopez,2012,75000
Tyson Chandler,2012,22200
Emeka Okafor,2012,1180
Luol Deng,2012,2140
Josh Smith,2012,4030000
Andrew Bogut,2012,1550
Danny Granger,2012,10800
LaMarcus Aldridge,2012,1920
Nenê,2012,11200
Kevin Martin,2012,6100000
David Lee,2012,29000000
Tony Parker,2012,2900000
Kevin Garnett,2012,10600
Ben Gordon,2012,3690000
Al Horford,2012,2630
Kris Humphries,2012,10300
Nicolas Batum,2012,2300
Joakim Noah,2012,7000
Rajon Rondo,2012,7200
Monta Ellis,2012,4200
Corey Maggette,2012,460
DeAndre Jordan,2012,7400
Richard Hamilton,2012,2800000
Richard Jefferson,2012,1020000
Stephen Jackson,2012,5000000
JaVale McGee,2012,1830
David West,2012,29000000
Andrea Bargnani,2012,790
Gerald Wallace,2012,11000
Tim Duncan,2012,4540000
Danilo Gallinari,2012,1080
Steve Nash,2012,49000
Ryan Anderson,2012,800000
Shawn Marion,2012,21400
Jameer Nelson,2012,250
Devin Harris,2012,21400
Rodney Stuckey,2012,1300
Brendan Haywood,2012,3000
Marvin Williams,2012,41000
Lamar Odom,2012,8200
John Salmons,2012,1900
Charlie Villanueva,2012,4600
Thaddeus Young,2012,15500
Tyrus Thomas,2012,1100
Chris Kaman,2012,2170
George Hill,2012,33900000
Caron Butler,2012,3500
Andray Blatche,2012,590
Beno Udrih,2012,200
Kendrick Perkins,2012,9300
Marcus Thornton,2012,16800
Arron Afflalo,2012,710
DeSagana Diop,2012,230
Metta World Peace,2012,5100
Marcin Gortat,2012,2280
Trevor Ariza,2012,1050
Blake Griffin,2012,58000
Paul Millsap,2012,1640
Mike Conley,2012,17500
Travis Outlaw,2012,4300
Josh Childress,2012,3100
Tayshaun Prince,2012,330
Samuel Dalembert,2012,1100
Al Harrington,2012,18000
Drew Gooden,2012,2700
Wesley Matthews,2012,25000
Brandon Bass,2012,15000
Spencer Hawes,2012,5900
Glen Davis,2012,2000
Luke Walton,2012,20000
Nick Young,2012,6600000
Channing Frye,2012,1720
Amir Johnson,2012,26000
Wilson Chandler,2012,34000
John Wall,2012,31000000
James Harden,2012,35000
Mike Miller,2012,3500000
Jason Richardson,2012,29000
Michael Beasley,2012,15300
Kyle Lowry,2012,6600
Jarrett Jack,2012,12800
Kyrie Irving,2012,21800
Chuck Hayes,2012,18000
Evan Turner,2012,29000
Tyreke Evans,2012,1080
Jason Thompson,2012,880000
Zaza Pachulia,2012,490
Chris Andersen,2012,29000
Kyle Korver,2012,1290
Jason Terry,2012,-2410000
Courtney Lee,2012,960000
Ramon Sessions,2012,11800
Andre Miller,2012,2790000
Jason Maxiell,2012,880
Jeremy Lin,2012,49000
Jamal Crawford,2012,10100
Landry Fields,2012,10600
Derrick Williams,2012,31000
Robin Lopez,2012,61000
Luc Mbah a Moute,2012,-90
Daniel Gibson,2012,4748000
Derrick Favors,2012,2250
Linas Kleiza,2012,540
Marcus Camby,2012,1870
Jonas Jerebko,2012,230
Luis Scola,2012,7800
Boris Diaw,2012,4100
Enes Kanter,2012,10500
Wesley Johnson,2012,3860000
Jared Dudley,2012,6500
Marreese Speights,2012,219
Dorell Wright,2012,760
Udonis Haslem,2012,2700
Steve Novak,2012,47000
Tristan Thompson,2012,22200
Anthony Morrow,2012,34200
Carl Landry,2012,12100
Brandon Rush,2012,27000
Ian Mahinmi,2012,140
Ryan Gomes,2012,26000
Steve Blake,2012,4563000
Mario Chalmers,2012,7000
Luke Ridnour,2012,620
Raymond Felton,2012,10300
Hakim Warrick,2012,580
Stephen Curry,2012,83000
Tiago Splitter,2012,1130
Kirk Hinrich,2012,1110
DeMarcus Cousins,2012,3690
Joel Anthony,2012,-1100000
Mike Dunleavy,2012,2110
Ricky Rubio,2012,12800
Chris Duhon,2012,3180
Matt Bonner,2012,20700
Daequan Cook,2012,520
Thabo Sefolosha,2012,1760
Ekpe Udoh,2012,-60
Johan Petro,2012,4100
Alonzo Gee,2012,1370
Will Bynum,2012,11500
Gerald Green,2012,1870000
Jordan Hill,2012,2100000
Matt Carroll,2012,37000
Shannon Brown,2012,1940000
Danny Green,2012,1900000
Raja Bell,2012,46000
DeMar DeRozan,2012,4600
Tony Allen,2012,1230000
Corey Brewer,2012,8800
Greg Monroe,2012,20000
Brandon Jennings,2012,20100
Shawne Williams,2012,1500
Josh McRoberts,2012,1070
Shane Battier,2012,2030
Vince Carter,2012,2340000
Gerald Henderson,2012,16000
Jerryd Bayless,2012,570
Ray Allen,2012,200000
Jason Kidd,2012,16900
Tyler Hansbrough,2012,1090
Bismack Biyombo,2012,190
Kosta Koufos,2012,290
Carlos Delfino,2012,10800
Chauncey Billups,2012,1300
Lavoy Allen,2012,820
Kwame Brown,2012,6000
Austin Daye,2012,590
Al-Farouq Aminu,2012,360
Nick Collison,2012,5000
Dahntay Jones,2012,460
James Johnson,2012,15600000
Timofey Mozgov,2012,260
Brandon Knight,2012,35000
Gordon Hayward,2012,15900
Quentin Richardson,2012,14300
Jrue Holiday,2012,1590
Greg Stiemsma,2012,343
Paul George,2012,6000000
Ty Lawson,2012,17500
Kemba Walker,2012,3890
Reggie Williams,2012,3600
Jason Smith,2012,800000
Randy Foye,2012,460
Cole Aldrich,2012,16500
Jeff Teague,2012,5600
Jimmer Fredette,2012,490
Eric Maynor,2012,1460
Xavier Henry,2012,60000
Darren Collison,2012,3340
Omri Casspi,2012,250
Serge Ibaka,2012,3090
DeShawn Stevenson,2012,1260
Rodrigue Beaubois,2012,870
Klay Thompson,2012,5700
Ed Davis,2012,3400000
Martell Webster,2012,2400
Alec Burks,2012,1310
Taj Gibson,2012,5000
Patrick Patterson,2012,51000
Dante Cunningham,2012,5400
Wayne Ellington,2012,12300
Toney Douglas,2012,3500
Markieff Morris,2012,2900
Shaun Livingston,2012,3900
Earl Watson,2012,39000
Larry Sanders,2012,21000
Marcus Morris,2012,5790000
Marco Belinelli,2012,1720
Grant Hill,2012,2400000
Luke Babbitt,2012,1670
Kawhi Leonard,2012,7900
Jeremy Evans,2012,64000
Eric Bledsoe,2012,4600
Iman Shumpert,2012,37200
Renaldo Balkman,2012,420
Anthony Randolph,2012,55000
Avery Bradley,2012,26200
Reggie Evans,2012,10500
Chris Singleton,2012,13500
Sebastian Telfair,2012,880
Tobias Harris,2012,21400
Derek Fisher,2012,38000
Jordan Farmar,2012,250
Gary Forbes,2012,17900
Jared Jeffries,2012,5200
Keyon Dooling,2012,270
Elliot Williams,2012,45000
Nolan Smith,2012,52000
Jodie Meeks,2012,2900
Trevor Booker,2012,3400
Willie Green,2012,2030000
Chris Wilcox,2012,8700
Jerry Stackhouse,2012,2160
Nazr Mohammed,2012,620
Antawn Jamison,2012,1970
Joel Przybilla,2012,-180
Kurt Thomas,2012,2040000
Jermaine O'Neal,2012,2500
Jamaal Tinsley,2012,440
Jason Collins,2012,3878000
Kenneth Faried,2012,890
Jeremy Pargo,2012,420
Hamed Haddadi,2012,1110
Dominique Jones,2012,44000
Reggie Jackson,2012,19500
Earl Clark,2012,51000
Quincy Pondexter,2012,216
Marquis Daniels,2012,6400
Roger Mason,2012,70000
Leandro Barbosa,2012,16000
Delonte West,2012,1690
Damien Wilkins,2012,3600
Royal Ivey,2012,2700
Lazar Hayward,2012,1880
Jordan Crawford,2012,48000
Dominic McGuire,2012,7300
MarShon Brooks,2012,1290
Christian Eyenga,2012,660
Jordan Hamilton,2012,2210000
Nate Robinson,2012,25000
Ronny Turiaf,2012,800
Ronnie Price,2012,7000
JaJuan Johnson,2012,430
Norris Cole,2012,21900
Josh Howard,2012,600000
Cory Joseph,2012,30000
Jimmy Butler,2012,55000
Ryan Hollins,2012,1600
Ronnie Brewer,2012,7600
Luke Harangody,2012,241
DeJuan Blair,2012,1320
Devin Ebanks,2012,480
Jon Brockman,2012,-1900
Kelenna Azubuike,2012,240
Brandan Wright,2012,1210
Gary Neal,2012,42000
Ivan Johnson,2012,4693000
Chase Budinger,2012,1030
Darius Morris,2012,8200
Anthony Tolliver,2012,2500
Cartier Martin,2012,61000
Lance Stephenson,2012,9300
James Anderson,2012,-1100000
Chandler Parsons,2012,9400
Hasheem Thabeet,2012,1360
Alan Anderson,2012,1800000
DeMarre Carroll,2012,1100
Keith Bogans,2012,10
Jeff Ayres,2012,6800
Matt Barnes,2012,46000
Dexter Pittman,2012,2400
Tyler Honeycutt,2012,2450
Brad Miller,2012,600000
Mike James,2012,6900000
Jeremy Tyler,2012,100000
Cory Higgins,2012,6500
Josh Selby,2012,4300
Julyan Stone,2012,250
Greg Smith,2012,3300000
Trey Thompkins,2012,300
Jon Leuer,2012,310
Malcolm Lee,2012,200000
Lance Thomas,2012,330000
DeAndre Liggins,2012,190
Daniel Orton,2012,10900
Justin Harper,2012,48000
E'Twaun Moore,2012,295
Charles Jenkins,2012,49000
Isaiah Thomas,2012,41000
Shelvin Mack,2012,243
Sam Young,2012,15300000
Jannero Pargo,2012,392
Jeff Adrien,2012,10100
Chris Johnson,2012,5300000
Kenyon Martin,2012,14400
Jordan Williams,2012,1900000
Juwan Howard,2012,1490
Josh Harrellson,2012,396
Samardo Samuels,2012,117
Earl Barron,2012,5900
Terrel Harris,2012,890
Donald Sloan,2012,11600
Terrence Williams,2012,20900
Travis Leslie,2012,4420000
Troy Murphy,2012,38000
Malcolm Thomas,2012,200000
DaJuan Summers,2012,-14
Tracy McGrady,2012,4000
Solomon Jones,2012,54000
Damion James,2012,9400
Justin Dentmon,2012,77
Andrew Goudelock,2012,314
Eddy Curry,2012,8200
Chris Wright,2012,2970000
Kobe Bryant,2013,95000
Dirk Nowitzki,2013,8200
Carmelo Anthony,2013,810000
Joe Johnson,2013,3700000
Dwight Howard,2013,52000
Pau Gasol,2013,6700
Chris Bosh,2013,16100
LeBron James,2013,5770000
Kevin Durant,2013,62000
Chris Paul,2013,-13700000
Dwyane Wade,2013,-400000
Deron Williams,2013,9700
Rudy Gay,2013,18500
Zach Randolph,2013,13900
Brandon Roy,2013,260000
Blake Griffin,2013,40000
Paul Pierce,2013,3720000
Carlos Boozer,2013,5700
Marc Gasol,2013,7800
Brook Lopez,2013,5203000
Kevin Love,2013,9700000
Russell Westbrook,2013,43500
Emeka Okafor,2013,1970
Danny Granger,2013,4600
Luol Deng,2013,2030
Roy Hibbert,2013,7000
Eric Gordon,2013,-2500000
Andrew Bogut,2013,2930
Tyson Chandler,2013,4700
LaMarcus Aldridge,2013,2590
Josh Smith,2013,1860000
David Lee,2013,-10000000
James Harden,2013,72000
Al Jefferson,2013,8150000
Ben Gordon,2013,200000
Nenê,2013,9300
Andre Iguodala,2013,5020
Tony Parker,2013,330000
Serge Ibaka,2013,3590
Al Horford,2013,5700
Rajon Rondo,2013,10700
Kris Humphries,2013,12500
David West,2013,0
Tyreke Evans,2013,2270
Joakim Noah,2013,6800
Kevin Garnett,2013,19300
Richard Jefferson,2013,4160000
Jrue Holiday,2013,1730
Andrea Bargnani,2013,1710
DeAndre Jordan,2013,9800
Nicolas Batum,2013,3340
Ty Lawson,2013,17800
JaVale McGee,2013,2010
Tim Duncan,2013,890000
Danilo Gallinari,2013,1660
Gerald Wallace,2013,39000
Tiago Splitter,2013,2020
Stephen Curry,2013,3609000
Paul Millsap,2013,2600
DeMar DeRozan,2013,6600
Metta World Peace,2013,5900
Shawn Marion,2013,20000
Steve Nash,2013,78000
Andray Blatche,2013,1090
Jeff Green,2013,13600000
Tyrus Thomas,2013,2200
Jameer Nelson,2013,950
Thaddeus Young,2013,21700
Charlie Villanueva,2013,7800
Al Harrington,2013,50000
Rodney Stuckey,2013,1980
Kendrick Perkins,2013,8000
Caron Butler,2013,11500
Monta Ellis,2013,5600
Ryan Anderson,2013,2400000
Marcus Thornton,2013,22700
Jeff Teague,2013,7800
George Hill,2013,-14500000
Mike Conley,2013,13800
Trevor Ariza,2013,1860
Marcin Gortat,2013,2900
Brandon Jennings,2013,27000
Mike Miller,2013,2400000
John Salmons,2013,1100
Arron Afflalo,2013,760
Taj Gibson,2013,5700
Marvin Williams,2013,56000
John Wall,2013,-48000000
Josh Childress,2013,3300
Tayshaun Prince,2013,1330
Drew Gooden,2013,3100
Brendan Haywood,2013,3000
Michael Beasley,2013,14200
Wesley Matthews,2013,24000
Kyle Korver,2013,3530
Brandon Bass,2013,35000
Glen Davis,2013,4291000
Carl Landry,2013,8800
Evan Turner,2013,50000
Spencer Hawes,2013,5500
Kevin Martin,2013,-6000000
Amir Johnson,2013,36000
Wilson Chandler,2013,61000
Jarrett Jack,2013,18200
Chris Andersen,2013,32000
Kyle Lowry,2013,20000
Jason Richardson,2013,76000
Derrick Favors,2013,2900
Gerald Henderson,2013,26000
Kyrie Irving,2013,29600
Chuck Hayes,2013,26000
Jason Thompson,2013,3840000
Anthony Davis,2013,3600000
Derrick Williams,2013,40000
Jeremy Lin,2013,2427000
Jamal Crawford,2013,7800
Courtney Lee,2013,200000
Jason Terry,2013,3610000
Landry Fields,2013,13300
Zaza Pachulia,2013,470
Martell Webster,2013,2900
Robin Lopez,2013,4500000
Keith Bogans,2013,720
Brandan Wright,2013,1880
Tony Allen,2013,3330000
Ramon Sessions,2013,14500
Chase Budinger,2013,640
Andre Miller,2013,3060000
DeMarcus Cousins,2013,5340
Michael Kidd-Gilchrist,2013,2520
Enes Kanter,2013,13600
Boris Diaw,2013,5200
Linas Kleiza,2013,560
Luc Mbah a Moute,2013,520
Jonas Jerebko,2013,330
Luis Scola,2013,7000
Corey Brewer,2013,10700
Ekpe Udoh,2013,420
Timofey Mozgov,2013,650
Earl Clark,2013,37000
Udonis Haslem,2013,1200
Luke Ridnour,2013,330
Bradley Beal,2013,14900
Tristan Thompson,2013,40500
Jared Dudley,2013,8400
Quentin Richardson,2013,15400
Raymond Felton,2013,14400
Greg Monroe,2013,46000
Kirk Hinrich,2013,1260
Ricky Rubio,2013,15300
Elton Brand,2013,59000
Steve Blake,2013,2520000
Ian Mahinmi,2013,420
Mario Chalmers,2013,8500
Brandon Rush,2013,38000
Matt Bonner,2013,15900
Thabo Sefolosha,2013,1090
Dion Waiters,2013,2140
Joel Anthony,2013,1700000
Danny Green,2013,5900000
Steve Novak,2013,34000
Samuel Dalembert,2013,2700
Al-Farouq Aminu,2013,500
Thomas Robinson,2013,3100000
Marreese Speights,2013,470
Jordan Hill,2013,2500000
Gerald Green,2013,2360000
Gordon Hayward,2013,21600
Marcus Camby,2013,800
Paul George,2013,22600000
Shane Battier,2013,2300
Gary Neal,2013,51000
Alonzo Gee,2013,2900
Matt Barnes,2013,48000
Carlos Delfino,2013,16700
Klay Thompson,2013,13800
Darrell Arthur,2013,16200
Ray Allen,2013,1900000
Bismack Biyombo,2013,510
Damian Lillard,2013,17100
Andrei Kirilenko,2013,1560
Chris Kaman,2013,2500
Tyler Hansbrough,2013,1110
Vince Carter,2013,2400000
Ed Davis,2013,14000000
Jerryd Bayless,2013,530
Lavoy Allen,2013,960
Patrick Patterson,2013,62000
Alexey Shved,2013,1600
Larry Sanders,2013,37000
Mike Dunleavy,2013,3300
Randy Foye,2013,960
Chris Copeland,2013,29000
Kosta Koufos,2013,610
Kwame Brown,2013,19000
Joel Freeland,2013,4100
Dorell Wright,2013,530
Brandon Knight,2013,47000
Harrison Barnes,2013,46000
Jimmer Fredette,2013,960
Will Bynum,2013,7500
Marco Belinelli,2013,2800
Kemba Walker,2013,4900
Terrence Ross,2013,29800
Greg Stiemsma,2013,312
Josh McRoberts,2013,1240
Eric Bledsoe,2013,6700
Aaron Gray,2013,4200000
Nick Collison,2013,9700
Avery Bradley,2013,27000
DeMarre Carroll,2013,1070
Wayne Ellington,2013,10400
Chauncey Billups,2013,2200
Jason Smith,2013,5000000
Jason Maxiell,2013,770
Andre Drummond,2013,14500
Trevor Booker,2013,7000
Austin Rivers,2013,42000
Alec Burks,2013,1540
Quincy Pondexter,2013,520
Meyers Leonard,2013,23600
Markieff Morris,2013,1480
Dante Cunningham,2013,7800
Jordan Crawford,2013,63000
Jeremy Lamb,2013,21000
Marcus Morris,2013,2810000
Nate Robinson,2013,41000
Eric Maynor,2013,1930
Jermaine O'Neal,2013,3500
Kawhi Leonard,2013,12700
John Henson,2013,41000
Darren Collison,2013,2400
Iman Shumpert,2013,45000
Anthony Randolph,2013,52000
Jeff Ayres,2013,19200
Chris Singleton,2013,27000
Reggie Evans,2013,11000
Jeremy Evans,2013,667000
Tyler Zeller,2013,4600
Tobias Harris,2013,38000
Toney Douglas,2013,5400
Ronny Turiaf,2013,870
Pablo Prigioni,2013,1320
Terrence Jones,2013,28000
Jodie Meeks,2013,1900
Chris Duhon,2013,-2510
James Jones,2013,21100000
Andrew Nicholson,2013,49000
Nando De Colo,2013,6400
Kenneth Faried,2013,2340
Evan Fournier,2013,8000
Antawn Jamison,2013,330
Jannero Pargo,2013,290
Nazr Mohammed,2013,900
Willie Green,2013,3950000
Rashard Lewis,2013,1640
Kenyon Martin,2013,20600
Derek Fisher,2013,66000
Earl Watson,2013,72000
Jared Sullinger,2013,1000
Reggie Jackson,2013,18000
Fab Melo,2013,6200
Victor Claver,2013,2500
Jared Cunningham,2013,13100
MarShon Brooks,2013,4160
Devin Harris,2013,21000
Beno Udrih,2013,680
Roger Mason,2013,3517000
Shaun Livingston,2013,8900
Ronnie Price,2013,81000
John Jenkins,2013,1920000
Ronnie Brewer,2013,17300
Jordan Hamilton,2013,3070000
Hasheem Thabeet,2013,340
Norris Cole,2013,37000
Ryan Hollins,2013,3100
Cory Joseph,2013,47000
Jimmy Butler,2013,55000
Tony Wroten,2013,520
Miles Plumlee,2013,1310
Nick Young,2013,13600000
Arnett Moultrie,2013,-190
Perry Jones,2013,2800000
Marquis Teague,2013,1520
Festus Ezeli,2013,482
Kyle Singler,2013,2270
Aaron Brooks,2013,69000
Anthony Morrow,2013,9000
Cartier Martin,2013,309000
Richard Hamilton,2013,1100000
Lance Stephenson,2013,5300
Alan Anderson,2013,1700000
Omri Casspi,2013,1350
Austin Daye,2013,3540
Darius Morris,2013,14900
DeJuan Blair,2013,2200
Chandler Parsons,2013,14700
Wesley Johnson,2013,3160000
Xavier Henry,2013,3014000
Jeff Adrien,2013,19300
James Anderson,2013,8200000
Garrett Temple,2013,25000
Jon Leuer,2013,490
Mike James,2013,7600000
Shelvin Mack,2013,290
Greg Smith,2013,3800000
Josh Harrellson,2013,320
Donald Sloan,2013,10900
Lance Thomas,2013,1490000
E'Twaun Moore,2013,340
Isaiah Thomas,2013,54000
Julyan Stone,2013,750
Draymond Green,2013,10100
Robert Sacre,2013,35000
Mike Scott,2013,4600000
Tornike Shengelia,2013,490
Jae Crowder,2013,2420
Bernard James,2013,2900000
Quincy Miller,2013,22100
Patrick Beverley,2013,18300
Orlando Johnson,2013,2430000
Khris Middleton,2013,1530
Brian Roberts,2013,1420000
Darius Miller,2013,16200
Doron Lamb,2013,660
Kyle O'Quinn,2013,1230
Henry Sims,2013,38000
Will Barton,2013,3780000
Quincy Acy,2013,1630
Aron Baynes,2013,1290
Kent Bazemore,2013,1240
Diante Garrett,2013,1780
Malcolm Thomas,2013,300000
Leandro Barbosa,2013,34000
Jeremy Tyler,2013,600000
Kendall Marshall,2013,28000
Chris Douglas-Roberts,2013,49000
James Johnson,2013,10100000
Shannon Brown,2013,3200000
Solomon Jones,2013,2982000
Jason Collins,2013,2400000
Luke Babbitt,2013,1110
Daniel Orton,2013,13600
Maalik Wayns,2013,266
Jarvis Varnado,2013,360
Shavlik Randolph,2013,164
Stephen Jackson,2013,-3600000
Hamed Haddadi,2013,280
Jamaal Tinsley,2013,400
Chris Wright,2013,2710000
Reggie Williams,2013,22000
Dexter Pittman,2013,1100
Damion James,2013,2100
DeAndre Liggins,2013,300
Royal Ivey,2013,4700
Darius Johnson-Odom,2013,960
Kobe Bryant,2014,4953000
Joe Johnson,2014,8100000
Carmelo Anthony,2014,1000000
Dwight Howard,2014,61000
LeBron James,2014,3500000
Chris Bosh,2014,11300
Chris Paul,2014,28600000
Kevin Durant,2014,114000
Deron Williams,2014,6000
Rudy Gay,2014,32000
Derrick Rose,2014,31000000
Blake Griffin,2014,74000
Carlos Boozer,2014,4100
Zach Randolph,2014,17700
Marc Gasol,2014,12100
Paul George,2014,38400000
Kevin Love,2014,24300000
Russell Westbrook,2014,45000
Brook Lopez,2014,3780000
LaMarcus Aldridge,2014,5800
David Lee,2014,36000000
Dwyane Wade,2014,3300000
Josh Smith,2014,2900000
Roy Hibbert,2014,8200
Jeremy Lin,2014,6110000
Eric Gordon,2014,2700000
Gordon Hayward,2014,30000
Chandler Parsons,2014,20700
James Harden,2014,47000
Tyson Chandler,2014,24000
DeMarcus Cousins,2014,8400
John Wall,2014,210000000
Al Jefferson,2014,2000000
Eric Bledsoe,2014,6400
Nenê,2014,15700
Andrew Bogut,2014,2900
Derrick Favors,2014,6000
Rajon Rondo,2014,9600
Joakim Noah,2014,9300
Tony Parker,2014,3700000
Andre Iguodala,2014,3300
Serge Ibaka,2014,5500
Al Horford,2014,5600
David West,2014,70000000
Kevin Garnett,2014,19800
Andrea Bargnani,2014,1880
Kyle Lowry,2014,15900
Ty Lawson,2014,24500
DeAndre Jordan,2014,16400
Nicolas Batum,2014,3300
Tyreke Evans,2014,2720
JaVale McGee,2014,1450
Larry Sanders,2014,55000
Jrue Holiday,2014,2790
Stephen Curry,2014,2160000
Marcin Gortat,2014,4400
Tim Duncan,2014,2270000
Gerald Wallace,2014,33000
Luol Deng,2014,4070
Steve Nash,2014,4568000
Kendrick Perkins,2014,13400
Paul Millsap,2014,3800
DeMar DeRozan,2014,12900
Mike Miller,2014,2300000
Tiago Splitter,2014,2560
Jeff Green,2014,24600000
Thaddeus Young,2014,19000
Lance Stephenson,2014,11600
Jordan Hill,2014,4100000
Mike Conley,2014,19300
Monta Ellis,2014,5600
Marcus Thornton,2014,34000
Trevor Ariza,2014,3290
Channing Frye,2014,4000
Landry Fields,2014,12500
Ryan Anderson,2014,3700000
Drew Gooden,2014,6000
Jeff Teague,2014,13500
Taj Gibson,2014,6600
Brandon Jennings,2014,24000
George Hill,2014,24100000
Boris Diaw,2014,4000
Dirk Nowitzki,2014,14100
Glen Davis,2014,1190000
Tayshaun Prince,2014,1140
Al Harrington,2014,596000
Arron Afflalo,2014,1090
Kyrie Irving,2014,38700
Josh Childress,2014,11600
Wesley Matthews,2014,35000
Isaiah Thomas,2014,77000
Avery Bradley,2014,30000
Pau Gasol,2014,22500
Travis Outlaw,2014,7500
Marvin Williams,2014,3895000
Amir Johnson,2014,43000
Brandon Bass,2014,44000
Kevin Martin,2014,6600000
Wilson Chandler,2014,78000
Carl Landry,2014,13400
Jarrett Jack,2014,18400
Kyle Korver,2014,1490
Jason Thompson,2014,2210000
Enes Kanter,2014,14200
Gerald Henderson,2014,25000
Jodie Meeks,2014,2000
Chuck Hayes,2014,25000
Patrick Patterson,2014,4538000
Anthony Davis,2014,4700000
Anthony Bennett,2014,2990000
Greg Monroe,2014,95000
Jason Terry,2014,500000
Jamal Crawford,2014,16800
Courtney Lee,2014,500000
Tristan Thompson,2014,37000
Martell Webster,2014,4300
Robin Lopez,2014,3420000
Shaun Livingston,2014,3500
Spencer Hawes,2014,8900
Josh McRoberts,2014,2120
Paul Pierce,2014,2270000
Chris Andersen,2014,48000
Zaza Pachulia,2014,610
Ricky Rubio,2014,19300
Michael Kidd-Gilchrist,2014,3300
Tony Allen,2014,1400000
Chase Budinger,2014,450
Brandan Wright,2014,2530
Trevor Booker,2014,9800
Nick Young,2014,6000000
Victor Oladipo,2014,3270
Chris Kaman,2014,2900
Darren Collison,2014,2600
Jameer Nelson,2014,920
Corey Brewer,2014,12800
Timofey Mozgov,2014,570
Andre Miller,2014,2360000
Bradley Beal,2014,30800
Jonas Jerebko,2014,420
Luis Scola,2014,6600
Caron Butler,2014,6400
Ben Gordon,2014,2800000
Otto Porter,2014,18000
Luc Mbah a Moute,2014,580
Raymond Felton,2014,16600
Jared Dudley,2014,8800
Kris Humphries,2014,8300
Bismack Biyombo,2014,1180
Dion Waiters,2014,2010
Cody Zeller,2014,3000
Danny Green,2014,4500000
Thabo Sefolosha,2014,1180
Ian Mahinmi,2014,1240
Mario Chalmers,2014,33900
Vince Carter,2014,1330000
Devin Harris,2014,43000
Joel Anthony,2014,1400000
Thomas Robinson,2014,8600000
